,X.x,kingdom,phylum,class,order,family,genus,scientific_name,sl_mm,sl_sex,sl_ref,tl_mm,tl_sex,tl_ref,fl_mm,fl_sex,fl_ref,dw_mm,dw_sex,dw_ref,max_weight_g,max_weight_ref,benthic,pelagic,benthopelagic,bathypelagic,pelagic.neritic,pelagic.oceanic,demersal,reef.associated,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non.migratory,freshwater,brackish,marine,use_fisheries,use_aquaculture,use_gamefish,use_bait,use_aquarium,use_ref,phylo_div,phylo_div_ref,troph_level,troph_level_se,troph_level_ref,resil,resil_ref,resil_K,resil_tm,resil_tmax,resil_fec,vulnerab,vulnerab_ref,price,price_ref,main_ref,IUCN_Status,Harvesting,Pollution,Energy_Production_and_Mining,Natural_System_Modification,Invasive_Species_and_Disease,Climate_Change,Development,Human_Disturbance,Transportation,Aquaculture_and_Agriculture,Other,Geological_Events
6963,6963,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,Pseudochromis marshallensis,NA,,NA,80,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.5,69278,less than 15 months,120179,,,,,15,59153,,NA,1602,LC,1,0,0,0,0,1,0,0,0,0,0,0
6964,6964,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,Pseudochromis moorei,120,male/unsexed,48635,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.7,0.5,69278,less than 15 months,120179,,,,,26,59153,,NA,37748,DD,0,0,0,0,0,1,0,0,0,0,0,0
6965,6965,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,Pseudochromis omanensis,120,male/unsexed,12720,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.7,0.5,69278,less than 15 months,120179,,,,,26,59153,,NA,12720,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6966,6966,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,Pseudochromis persicus,NA,,NA,154,male/unsexed,11441,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,27115,0.5,82805,3.7,0.5,69278,less than 15 months,120179,,,,,25,59153,,NA,9710,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6967,6967,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,Pseudochromis pesi,NA,,NA,100,male/unsexed,8883,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,27115,0.5,82805,3.5,0.5,69278,less than 15 months,120179,,,,,19,59153,,NA,8883,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6968,6968,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,Pseudochromis pylei,NA,,NA,80,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.5,69278,less than 15 months,120179,,,,,15,59153,,NA,9710,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6969,6969,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,Pseudochromis tapeinosoma,NA,,NA,60,male/unsexed,559,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.2,69278,less than 15 months,120179,,,,,14,59153,,NA,7300,LC,0,0,0,0,0,1,0,0,0,0,0,0
6970,6970,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Macropharyngodon,Macropharyngodon choati,76,male/unsexed,2694,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,27115,0.5002,82805,3.4,0.4,69278,less than 15 months,120179,,,,,16,59153,,NA,2694,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6971,6971,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Macropharyngodon,Macropharyngodon kuiteri,NA,,NA,100,male/unsexed,2334,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,27115,0.5002,82805,3.4,0.4,69278,less than 15 months,120179,,,,,18,59153,,NA,2694,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6972,6972,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Macropharyngodon,Macropharyngodon moyeri,NA,,NA,120,male/unsexed,9137,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5002,82805,3.5,0.4,69278,less than 15 months,120179,,,,,21,59153,,NA,559,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6973,6973,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Macropharyngodon,Macropharyngodon negrosensis,NA,,NA,120,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5002,82805,3.5,0.4,69278,less than 15 months,120179,,,,,21,59153,,NA,2694,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6974,6974,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Macropharyngodon,Macropharyngodon ornatus,NA,,NA,130,male/unsexed,30874,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,,,,,commercial,,0.5002,82805,3.5,0.4,69278,less than 15 months,120179,,,,,23,59153,,NA,2694,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6975,6975,Animalia,Chordata,Actinopteri,Perciformes,Microdesmidae,Gunnellichthys,Gunnellichthys grandoculis,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5078,82805,3.3,0.4,69278,,120179,,,,,10,59153,,NA,48398,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6976,6976,Animalia,Chordata,Actinopteri,Perciformes,Microdesmidae,Gunnellichthys,Gunnellichthys pleurotaenia,120,male/unsexed,48637,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,27115,0.5078,82805,3.3,0.4,69278,,120179,,,,,10,59153,,NA,1602,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6977,6977,Animalia,Chordata,Actinopteri,Perciformes,Hoplichthyidae,Hoplichthys,Hoplichthys pectoralis,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5002,82805,3.6,0.6,69278,,120179,,,,,13,59153,,NA,40507,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6978,6978,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Plagiotremus,Plagiotremus azaleus,NA,,NA,100,male/unsexed,11482,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5005,82805,4.4,0.78,69278,less than 15 months,120179,,,,,20,59153,,NA,11482,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6979,6979,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Plagiotremus,Plagiotremus ewaensis,102,male/unsexed,3921,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,5358,0.5005,82805,4.2,0.73,69278,less than 15 months,120179,,,,,24,59153,,NA,3921,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6980,6980,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Plagiotremus,Plagiotremus goslinei,64,male/unsexed,3921,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,5358,0.5005,82805,4,0.7,69278,less than 15 months,120179,,,,,15,59153,,NA,3921,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6981,6981,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Plagiotremus,Plagiotremus iosodon,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5005,82805,3.6,0.7,69278,less than 15 months,120179,,,,,10,59153,,NA,12848,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6982,6982,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Plagiotremus,Plagiotremus spilistius,174,male/unsexed,7401,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5005,82805,4.8,0.9,69278,1.4 - 4.4 years,120179,,,,,33,59153,,NA,7401,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6983,6983,Animalia,Chordata,Actinopteri,Perciformes,Platycephalidae,Sorsogona,Sorsogona tuberculata,NA,,NA,140,male/unsexed,3476,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,9700,0.5156,82805,3.6,0.6,69278,less than 15 months,120179,,,,,15,59153,high,80766,86965,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6984,6984,Animalia,Chordata,Actinopteri,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia marginata,179,male/unsexed,41640,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,commercial,,,,public aquariums,12743;9183,0.5002,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,33,59153,unknown,80766,41640,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6985,6985,Animalia,Chordata,Actinopteri,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia munda,134,male/unsexed,41640,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,minor commercial,,,,,,0.5002,82805,3.4,0.5,69278,less than 15 months,120179,,,,,28,59153,unknown,80766,41640,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6986,6986,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener altipinnis,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,14,59153,,NA,8879,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6987,6987,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener andersonae,NA,,NA,160,male/unsexed,9002,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,14,59153,,NA,9002,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6988,6988,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener brevipinnis,100,male/unsexed,48637,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,11,59153,,NA,5978,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6989,6989,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener florealis,185,male/unsexed,26145,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.3,69278,less than 15 months,120179,,,,,20,59153,,NA,13849,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6990,6990,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener gloerfelti,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,14,59153,,NA,33021,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6991,6991,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener hicksi,NA,,NA,130,male/unsexed,3132,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,12,59153,,NA,3132,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6992,6992,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pallimaculatus,180,male/unsexed,48637,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.3,69278,less than 15 months,120179,,,,,20,59153,,NA,3132,LC,1,0,0,0,0,0,0,0,0,0,0,0
6993,6993,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener parcuspinus,NA,,NA,100,male/unsexed,3132,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,10,59153,,NA,3132,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6994,6994,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener paxtoni,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,14,59153,,NA,33021,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6995,6995,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener perlevis,NA,,NA,200,male/unsexed,9002,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,,,,,,,0.5,82805,3.4,0.3,69278,less than 15 months,120179,,,,,16,59153,,NA,9002,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6996,6996,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener pleurogramma,NA,,NA,210,male/unsexed,9563,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,of no interest,,,,,2156,0.5,82805,3.4,0.3,69278,less than 15 months,120179,,,,,18,59153,,NA,9563,LC,1,0,0,0,0,0,0,0,0,0,0,0
6997,6997,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener randalli,127,male/unsexed,26145,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,14,59153,,NA,13849,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6998,6998,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener squamicauda,NA,,NA,150,male/unsexed,9002,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,13,59153,,NA,9002,LC,1,0,0,0,0,0,0,0,0,0,0,0
6999,6999,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener tuberculiferus,95,male/unsexed,5978,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,11,59153,,NA,9178,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,7000,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener vicinus,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,14,59153,,NA,33021,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7001,7001,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Torquigener,Torquigener whitleyi,NA,,NA,98,male/unsexed,3131,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,10,59153,,NA,3131,LC,1,0,0,0,0,0,0,0,0,0,0,0
7002,7002,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus angulatus,NA,,NA,75,male/unsexed,48636,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.45,69278,less than 15 months,120179,,,,,13,59153,,NA,2139,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7003,7003,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus attenuatus,60,male/unsexed,41634,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,41634,0.5,82805,3.4,0.4,69278,less than 15 months,120179,,,,,13,59153,,NA,41634,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7004,7004,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus bellae,NA,,NA,65,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.45,69278,less than 15 months,120179,,,,,12,59153,,NA,9710,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7005,7005,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus carpenteri,NA,,NA,80,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5,82805,3.4,0.45,69278,less than 15 months,120179,,,,,14,59153,,NA,2139,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7006,7006,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus cyaneus,NA,,NA,70,male/unsexed,48636,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.4,69278,less than 15 months,120179,,,,,12,59153,,NA,35918,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7007,7007,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus filamentosus,150,male/unsexed,9823,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,commercial,,0.5,82805,3.4,0.45,69278,less than 15 months,120179,,,,,29,59153,,NA,2139,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7008,7008,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus flavianalis,NA,,NA,85,male/unsexed,48636,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.4,69278,less than 15 months,120179,,,,,15,59153,,NA,35918,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7009,7009,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus lineopunctatus,NA,,NA,65,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5,82805,3.4,0.45,69278,less than 15 months,120179,,,,,12,59153,,NA,2139,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7010,7010,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus piscilineatus,57,male/unsexed,41634,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.4,69278,less than 15 months,120179,,,,,12,59153,,NA,41634,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7011,7011,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus rubricaudalis,56,male/unsexed,52305,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.4,69278,less than 15 months,120179,,,,,12,59153,,NA,52305,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7012,7012,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Paracheilinus,Paracheilinus togeanensis,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.4,69278,less than 15 months,120179,,,,,12,59153,,NA,35918,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7013,7013,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Pseudogramma,Pseudogramma australis,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5001,82805,3.5,0.5,69278,less than 15 months,120179,,,,,10,59153,,NA,49111,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7014,7014,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Pseudogramma,Pseudogramma axelrodi,61,male/unsexed,27020,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5001,82805,3.6,0.5,69278,less than 15 months,120179,,,,,11,59153,,NA,27020,NT,0,0,0,0,0,1,0,0,0,0,0,0
7015,7015,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Pseudogramma,Pseudogramma gregoryi,NA,,NA,75,male/unsexed,7251,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,2272,0.5001,82805,3.3,0.4,69278,less than 15 months,120179,,,,,11,59153,,NA,27020,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7016,7016,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Pseudogramma,Pseudogramma guineensis,23,male/unsexed,27020,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5001,82805,3.2,0.4,69278,less than 15 months,120179,,,,,10,59153,,NA,27020,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7017,7017,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Pseudogramma,Pseudogramma pectoralis,35.9,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5001,82805,3.3,0.5,69278,less than 15 months,120179,,,,,10,59153,,NA,27020,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7018,7018,Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Crossorhombus,Crossorhombus azureus,NA,,NA,180,male/unsexed,9824,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,9824,0.5312,82805,3.5,0.37,69278,1.4 - 4.4 years,120179,,,,,31,59153,,NA,3131,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
